레시피,필요 식재료 개수,변환된식재료,재료명,url,카테고리,상황태그,국가태그,칼로리,탄수화물,단백질,나트륨,칼슘,비타민c,식재료,해먹지수
Garlic Chicken,10,"없는단어,설탕,올리브기름,마늘,우유,계란,치킨스톡,꿀,소금,후추",chicken|sugar|olive oil|minced garlic|milk|eggs|chicken powder|honey|salt|pepper,https://haemukja.com/recipes/2867,반찬,간식/야식|파티/명절요리,한식 요리,632.65,94.15,65.9,465.85,56.2,17.25,"['없는단어', '설탕', '올리브기름', '마늘', '우유', '계란', '치킨스톡', '꿀', '소금', '후추']",4.4
Garlic Meatball Pasta,5,"파스타면,알갱이마늘,소고기다짐육,토마토,토마토페이스트",pasta noodles|granulated garlics|minced beef|tomato|tomato paste,https://haemukja.com/recipes/3055,반찬,간식/야식|손님 접대 요리|파티/명절요리,양식 요리,938.4,127.2,55.8,560.2,102.7,92.3,"['파스타면', '알갱이마늘', '소고기다짐육', '토마토', '토마토페이스트']",2.9
Garlic Tortilla Sticks,10,"없는단어,마늘,없는단어,버터,올리브기름,꿀,설탕,파슬리,소금,후추",6-Inch tortilla|minced garlic|condensed milk|butter|olive oil|honey|sugar|parsley|salt|pepper,https://haemukja.com/recipes/3170,후식,나들이 요리|술안주|간식/야식|파티/명절요리,멕시칸 요리|양식 요리,180.35,61.2,7.35,175.4,111.7,3.3,"['없는단어', '마늘', '없는단어', '버터', '올리브기름', '꿀', '설탕', '파슬리', '소금', '후추']",2.5
Grilled Curry Drumsticks,8,"닭다리,마늘,생강주,카레분말,고춧가루,간장,플레인요거트,후추",chicken legs|minced garlic|ginger wine|curry powder|red pepper flake|soy sauce|plain yogurt|pepper,https://haemukja.com/recipes/3080,반찬,간식/야식|술안주|손님 접대 요리,퓨전요리|동남아/인도 요리,15.075,2.55,7.65,156.9,4.575,1.775,"['닭다리', '마늘', '생강주', '카레분말', '고춧가루', '간장', '플레인요거트', '후추']",3.4
Grilled Dakgalbi (Marinated Chicken),5,"닭고기넓적다리살,없는단어,즉석한국식BBQ양념,데리야끼소스,마늘",chicken thigh|lettuce|instant Korean BBQ seasoning|teriyaki sauce|minced garlic,https://haemukja.com/recipes/2984,반찬,나들이 요리,한식 요리,148.5,3.15,26.4,589.55,9.45,0.8,"['닭고기넓적다리살', '없는단어', '즉석한국식BBQ양념', '데리야끼소스', '마늘']",2.7
Ham Cream Cheese Canape,10,"바게트,햄,없는단어,올리브,크림치즈,마요네즈,후추,설탕,바질,없는단어",baguette|sliced ham|cucumber|olives|[Pepper cream cheese] cream cheese|mayonnaise|pepper|sugar|basil|lemon juice (or vinegar),https://haemukja.com/recipes/3130,후식,술안주,퓨전요리|이국적인맛|양식 요리,112.45,24.05,7.8,525.85,23.75,1.95,"['바게트', '햄', '없는단어', '올리브', '크림치즈', '마요네즈', '후추', '설탕', '바질', '없는단어']",2.6
Homemade Teriyaki Sauce,7,"없는단어,없는단어,없는단어,사과,파뿌리,없는단어,물",dried kelp (5x5cm)|Dried bonito (katsuobushi)|onion|apple|scallion roots|Jin-ganjang (Jin soy sauce)|water,https://haemukja.com/recipes/3000,소스,,일식 요리,9.4,4.833333333,2.366666667,1628.033333,14.86666667,1.4,"['없는단어', '없는단어', '없는단어', '사과', '파뿌리', '없는단어', '물']",2.4
Hotdog with Seasoned Green Onion,6,"핫도그빵,소세지,무침한파,상추,마요네즈,케첩",hotdog bun|sausage|seasoned green onion|lettuce leaves|[Sauce] mayonnaise|tomato ketchup,https://haemukja.com/recipes/3109,빵,나들이 요리|간식/야식|파티/명절요리,퓨전요리|이국적인맛|양식 요리,125.4,17.7,9.55,265.5,51.85,1.45,"['핫도그빵', '소세지', '무침한파', '상추', '마요네즈', '케첩']",2.4
Jjol Myeon (Spicy Chewy Noodles),9,"마늘,간장,식초,물,고춧가루,설탕,고,없는단어,삼겹살",minced garlic|soy sauce|vinegar|water|red chili powder|sugar|Go|Jjol-myeon (chewy noodles0|pork belly,https://haemukja.com/recipes/2951,반찬,,한식 요리,224.05,57.65,14.05,526.35,38.85,4.35,"['마늘', '간장', '식초', '물', '고춧가루', '설탕', '고', '없는단어', '삼겹살']",3.4
Jjolbokki (Korean spicy chewy noodles),8,"없는단어,설탕,마늘,떡꼬치떡,없는단어,없는단어,없는단어,파",Gochu-jang (Korean red chili paste)|sugar|minced garlic|rice cake sticks|Eomuk (Korean fish cake) for soup|cabbage|Jjol-myeon (chewy noodles|green onion,https://haemukja.com/recipes/2843,반찬,간식/야식,한식 요리,144.1,58.65,5.25,492.8,23.25,3.75,"['없는단어', '설탕', '마늘', '떡꼬치떡', '없는단어', '없는단어', '없는단어', '파']",2.9
Kimchi Stew,10,"없는단어,느타리버섯,없는단어,감자,대파,고추,김치,쌀뜨물,김치국물,없는단어",pork (for stew)|oyster mushroom|onion|potato|large green onion|spicy peppers|Kimchi|rice-washed water |kimchi juice|tofu,https://haemukja.com/recipes/3076,국,술안주,한식 요리,12.7,4.275,4.575,82.575,28.45,8.725,"['없는단어', '느타리버섯', '없는단어', '감자', '대파', '고추', '김치', '쌀뜨물', '김치국물', '없는단어']",3.3
Kiwi Sauce Sandwich,11,"빵,버터,계란,없는단어,체다치즈,키위,없는단어,올리브기름,마요네즈,꿀,소금",sliced sandwich bread|butter|egg|corn (canned)|sliced cheddar cheese|[Kiwi sauce] kiwi|lemon juice (or vinegar)|olive oil|mayonnaise|honey|salt,https://haemukja.com/recipes/3101,빵,나들이 요리|간식/야식,양식 요리,11.0,7.483333333,2.233333333,67.13333333,20.63333333,2.7,"['빵', '버터', '계란', '없는단어', '체다치즈', '키위', '없는단어', '올리브기름', '마요네즈', '꿀', '소금']",2.9
Korean Blood Sausage,17,"대파,고추,없는단어,없는단어,깻잎,없는단어,당근,고춧가루,상추,없는단어,마늘,들깨기름,고춧가루,소금,후추,간장,들깨가루",large green onion|spicy peppers|onion|cabbage|perilla leaves|Soondae (Korean blood sausage)|[Optional] carrot|red pepper|lettuce leaves|Ssamjang (Korean spicy mixed dipping sauce)|[Sauce] minced garlic|wild sesame oil|red pepper flake|salt|pepper|soy sauce|perilla seed powder,https://haemukja.com/recipes/3071,반찬,술안주|간식/야식,한식 요리,5.875,2.375,0.675,88.65,9.275,3.525,"['대파', '고추', '없는단어', '없는단어', '깻잎', '없는단어', '당근', '고춧가루', '상추', '없는단어', '마늘', '들깨기름', '고춧가루', '소금', '후추', '간장', '들깨가루']",1.8
LA갈비,14,"LA갈비,대파,양파,배,마늘,간장,참기름,후추,물,설탕,청주,소금,계피,커피",LA갈비|대파|양파|배(없으면 안넣으셔도 되요.)|마늘|간장|참기름|후춧가루|물|설탕|청주|깨소금|계피가루|커피,https://haemukja.com/recipes/982,반찬,술안주|파티/명절요리,,1.7,1.788888889,0.344444444,144.9,10.42222222,0.233333333,"['LA갈비', '대파', '양파', '배', '마늘', '간장', '참기름', '후추', '물', '설탕', '청주', '소금', '계피', '커피']",1.4
LA갈비스튜,5,"LA갈비,양파,당근,양송이버섯,감자",LA갈비|양파|당근|양송이버섯|감자,https://haemukja.com/recipes/4437,스프,,양식 요리,176.3,40.7,9.2,43.9,68.0,65.7,"['LA갈비', '양파', '당근', '양송이버섯', '감자']",4.8
LCHF 가지피자,7,"가지,고기다짐육,토마토,계란,피자치즈,버터,올리브유",가지|다짐육|토마토|계란|피자치즈|버터|올리브유,https://haemukja.com/recipes/3492,빵,,양식 요리,862.2,27.6,28.2,902.7,316.3,50.0,"['가지', '고기다짐육', '토마토', '계란', '피자치즈', '버터', '올리브유']",2.6
LCHF 고기그라탕,5,"고기다짐육,시금치,피자치즈,버터,생크림",다짐육|시금치|피자치즈|버터|생크림,https://haemukja.com/recipes/3485,반찬,,양식 요리,730.0,11.0,11.6,727.0,264.5,30.0,"['고기다짐육', '시금치', '피자치즈', '버터', '생크림']",3.1
LCHF 고등어버터구이,6,"고등어,버터,아스파라거스,치즈,레몬,어린잎",고등어|버터|아스파라거스|슬라이스치즈|레몬|어린잎,https://haemukja.com/recipes/3501,반찬,,한식 요리,846.0,11.3,48.3,891.0,258.8,29.1,"['고등어', '버터', '아스파라거스', '치즈', '레몬', '어린잎']",3.0
LCHF 달걀김치부침개,7,"계란,김치,치즈,소금,후추,버터,올리브유",달걀|김치|슬라이스치즈|소금|후추|버터|올리브유,https://haemukja.com/recipes/3499,반찬,,한식 요리,879.8,26.1,50.4,2936.9,461.0,16.8,"['계란', '김치', '치즈', '소금', '후추', '버터', '올리브유']",2.8
LCHF 달걀샐러드,7,"계란,버터,생크림,브로콜리,소금,올리브유,후추",달걀|버터|무가당생크림|브로콜리|소금|올리브유|후추,https://haemukja.com/recipes/3494,샐러드,,양식 요리,511.0,7.0,23.5,770.7,101.7,19.6,"['계란', '버터', '생크림', '브로콜리', '소금', '올리브유', '후추']",3.1
LCHF 닭가슴살스테이크,7,"닭가슴살,버터,크림치즈,소금,후추,올리브유,시금치",닭가슴살|버터|크림치즈|소금|후추|올리브유|시금치,https://haemukja.com/recipes/3497,반찬,,양식 요리,1014.0,5.0,51.7,1107.6,77.7,32.0,"['닭가슴살', '버터', '크림치즈', '소금', '후추', '올리브유', '시금치']",3.0
LCHF 대패삼겹숙주볶음,7,"대패삼겹살,숙주,할라피뇨고추,버터,소금,후추,피망",대패삼겹살|숙주|할라피뇨|버터|소금|후추|피망,https://haemukja.com/recipes/3489,반찬,,한식 요리,878.0,6.2,37.5,1101.1,48.9,72.2,"['대패삼겹살', '숙주', '할라피뇨고추', '버터', '소금', '후추', '피망']",3.7
LCHF 버섯스크램블,4,"계란,버터,새송이버섯,소금",계란|버터|새송이버섯|소금,https://haemukja.com/recipes/3487,반찬,,양식 요리,728.6,10.6,24.0,1062.7,94.9,1.7,"['계란', '버터', '새송이버섯', '소금']",3.5
LCHF 버터치즈후라이,6,"계란,버터,치즈,소금,잎채소,토마토",계란|버터|슬라이스치즈|소금|잎채소|토마토,https://haemukja.com/recipes/3478,반찬,,양식 요리,481.1,17.7,23.8,1094.9,250.5,20.5,"['계란', '버터', '치즈', '소금', '잎채소', '토마토']",2.6
LCHF 삼겹살 야채볶음,6,"삼겹살,브로콜리,파프리카,버터,소금,후추",삼겹살|브로콜리|파프리카|버터|소금|후추,https://haemukja.com/recipes/3474,반찬,,퓨전요리,869.1,4.7,37.4,612.5,60.3,99.6,"['삼겹살', '브로콜리', '파프리카', '버터', '소금', '후추']",3.6
Leftover Vegetable Fried Rice,13,"밥,없는단어,당근,애호박,버섯,쪽파,소금,후추,계란,소금,후추,식용유,토마토소스",rice|onion|carrot|zucchini|mushroom|chives|salt|pepper|[Egg garnish] egg|salt|pepper|cooking oil|store-bought tomato sauce,https://haemukja.com/recipes/3114,밥,,한식 요리,116.15,40.0,9.75,273.25,35.35,7.4,"['밥', '없는단어', '당근', '애호박', '버섯', '쪽파', '소금', '후추', '계란', '소금', '후추', '식용유', '토마토소스']",3.4
Lemon Sable Cookies,6,"팬케이크믹스,버터,설탕가루,소금,계란,레몬",pancake mix|butter|sugar powder|salt|egg|lemon,https://haemukja.com/recipes/3355,후식,간식/야식|나들이 요리|손님 접대 요리|파티/명절요리,양식 요리,47.0,10.6,0.166666667,209.1,7.7,5.766666667,"['팬케이크믹스', '버터', '설탕가루', '소금', '계란', '레몬']",2.1
Lime Syrup,3,"라임,없는단어,소금",lime|white sugar|coarse salt for cleaning purpose,https://haemukja.com/recipes/3035,소스,간식/야식,한식 요리,2085.0,549.5,3.5,20.0,180.0,145.0,"['라임', '없는단어', '소금']",2.8
m&m빼빼로,11,"버터,설탕,소금,계란,바닐라오일,박력분,통밀가루,코코아파우더,베이킹파우더,아이스크림,m&m초콜릿",무염버터|설탕|소금|달걀|바닐라오일|박력분|통밀가루|코코아가루|베이킹파우더|아이스바|m&m초콜릿,https://haemukja.com/recipes/1295,후식,간식/야식,양식 요리,57.86666667,22.26666667,2.766666667,150.3,35.23333333,0.066666667,"['버터', '설탕', '소금', '계란', '바닐라오일', '박력분', '통밀가루', '코코아파우더', '베이킹파우더', '아이스크림', 'm&m초콜릿']",3.4
Mango Pie,4,"냉동망고,설탕,없는단어,빵",frozen mango|sugar|lemon extract|sliced sandwich bread,https://haemukja.com/recipes/2892,빵,간식/야식,동남아/인도 요리,39.15,20.5,0.35,0.85,9.05,13.5,"['냉동망고', '설탕', '없는단어', '빵']",3.3
Mapo Tofu,11,"없는단어,마늘,돼지고기다짐육,파,없는단어,고춧가루,설탕,간장,없는단어,물,없는단어",tofu|minced garlic|minced pork|green onion|chopped onion|red chili powder|sugar|soy sauce|Doenjang (Korean bean paste)|water|starchy slurry,https://haemukja.com/recipes/2882,반찬,손님 접대 요리,중식 요리,57.55,21.35,2.95,108.4,14.95,3.3,"['없는단어', '마늘', '돼지고기다짐육', '파', '없는단어', '고춧가루', '설탕', '간장', '없는단어', '물', '없는단어']",3.8
Meringued Cheese Omelet,5,"계란,설탕,치즈,슈가파우더,파슬리",eggs|sugar|sliced cheese|[optional] sugar powder|parsley,https://haemukja.com/recipes/3147,반찬,,,48.95,7.65,6.5,119.2,43.15,0.7,"['계란', '설탕', '치즈', '슈가파우더', '파슬리']",2.3
Mexican Grilled Corn,6,"옥수수,마요네즈,버터,고춧가루,없는단어,파슬리",precooked corn|mayonnaise|butter|fine red chili powder|Parmesan cheese powder|parsley powder,https://haemukja.com/recipes/3066,반찬,술안주|간식/야식,이국적인맛|멕시칸 요리,230.6,5.8,11.3,494.3,300.6,2.9,"['옥수수', '마요네즈', '버터', '고춧가루', '없는단어', '파슬리']",2.8
Millefeuille Tonkatsu (Layered-Pork Cutlet) with Miso Sauce,18,"돼지고기안심,빵,계란,없는단어,식용유,소금,후추,미소된장,우스터소스,없는단어,없는단어,설탕,없는단어,마늘,참깨,버터,후추,없는단어",pork tenderloin|sliced sandwich bread|eggs|frying powder|cooking oil|salt|pepper|[doenjang sauce] miso paste|worcester sauce|Jin-ganjang (Jin soy sauce)|cooking wine (or mirim)|sugar|syrup|minced garlic|ground sesame seed|butter|pepper|mayonnaise (optional),https://haemukja.com/recipes/3174,빵,손님 접대 요리|파티/명절요리,일식 요리,442.15,78.35,34.5,1194.0,73.1,1.2,"['돼지고기안심', '빵', '계란', '없는단어', '식용유', '소금', '후추', '미소된장', '우스터소스', '없는단어', '없는단어', '설탕', '없는단어', '마늘', '참깨', '버터', '후추', '없는단어']",2.9
Mini Caprese Salad,5,"방울토마토,모짜렐라치즈,발사믹식초,샐러드,파슬리",cherry tomatoes|fresh mozzarella|balsamic vinegar|salad mix|parsley,https://haemukja.com/recipes/3190,샐러드,술안주|간식/야식|파티/명절요리,이국적인맛,78.8,7.5,9.0,329.05,206.0,4.5,"['방울토마토', '모짜렐라치즈', '발사믹식초', '샐러드', '파슬리']",2.9
Miso Pasta,10,"파스타면,된장찌개,시금치,과립마늘,베이컨,없는단어,우유,없는단어,소금,후추",pasta noodles|miso paste|spinach|granulated garlic|bacons|whipping cream (or fresh cream)|milk|cooking wine (or mirim)|salt|pepper,https://haemukja.com/recipes/3154,국밥/면/죽,파티/명절요리,퓨전요리|이국적인맛|일식 요리|양식 요리,132.4,8.05,10.45,750.15,52.6,14.2,"['파스타면', '된장찌개', '시금치', '과립마늘', '베이컨', '없는단어', '우유', '없는단어', '소금', '후추']",3.8
Original Italian Carbonara ,6,"스파게티면,계란,없는단어,없는단어,소금,올리브기름",spaghetti noodles|eggs|parmesan cheese poweder|bacon|salt|olive oil,https://haemukja.com/recipes/2964,반찬,파티/명절요리,양식 요리,888.9,3.5,33.0,1462.5,445.6,2.0,"['스파게티면', '계란', '없는단어', '없는단어', '소금', '올리브기름']",4.7
Packed Lunch,15,"돼지고기목살,대파,없는단어,햄,올리브기름,소세지,없는단어,파프리카,계란,후추,소금,우유,양파,김치,즉석밥",[Pork bulgogi] pork neck|large green onion|onion|[Grilled spam] spam|olive oil|[Stir fried sausage and vegetables] sausage|onion|green paprika|[Rolled egg] egg|pepper|salt|milk|[Fried kimchi] onion|Kimchi|instant rice,https://haemukja.com/recipes/3200,밥,간식/야식,한식 요리,1511.0,53.5,136.7,946.3,275.6,152.2,"['돼지고기목살', '대파', '없는단어', '햄', '올리브기름', '소세지', '없는단어', '파프리카', '계란', '후추', '소금', '우유', '양파', '김치', '즉석밥']",2.6
Peanut Butter Toast,5,"빵,누텔라,땅콩버터,바나나,버터",sliced sandwich bread|Nutella|peanut butter|banana|butter,https://haemukja.com/recipes/3197,빵,나들이 요리|간식/야식,양식 요리,107.25,36.2,4.95,69.7,11.95,7.2,"['빵', '누텔라', '땅콩버터', '바나나', '버터']",2.9
